,alert_id,full_path,title,date
204,TA12-073A,https://www.cisa.gov/ncas/alerts/TA12-073A,Microsoft Updates for Multiple Vulnerabilities,2012-03-13
205,TA12-045A,https://www.cisa.gov/ncas/alerts/TA12-045A,Microsoft Updates for Multiple Vulnerabilities,2012-02-14
206,TA12-024A,https://www.cisa.gov/ncas/alerts/TA12-024A,"""Anonymous"" DDoS Activity",2012-01-24
207,TA12-010A,https://www.cisa.gov/ncas/alerts/TA12-010A,Microsoft Updates for Multiple Vulnerabilities,2012-01-10
208,TA12-006A,https://www.cisa.gov/ncas/alerts/TA12-006A,Wi-Fi Protected Setup (WPS) Vulnerable to Brute-Force Attack,2012-01-06
209,TA11-350A,https://www.cisa.gov/ncas/alerts/TA11-350A,Adobe Updates for Multiple Vulnerabilities,2011-12-16
210,TA11-347A,https://www.cisa.gov/ncas/alerts/TA11-347A,Microsoft Updates for Multiple Vulnerabilities,2011-12-13
211,TA11-312A,https://www.cisa.gov/ncas/alerts/TA11-312A,Microsoft Updates for Multiple Vulnerabilities,2011-11-08
212,TA11-286A,https://www.cisa.gov/ncas/alerts/TA11-286A,Apple Updates for Multiple Vulnerabilities,2011-10-13
213,TA11-284A,https://www.cisa.gov/ncas/alerts/TA11-284A,Microsoft Updates for Multiple Vulnerabilities,2011-10-11
214,TA11-256A,https://www.cisa.gov/ncas/alerts/TA11-256A,Microsoft Updates for Multiple Vulnerabilities,2011-09-13
215,TA11-222A,https://www.cisa.gov/ncas/alerts/TA11-222A,Adobe Updates for Multiple Vulnerabilities,2011-08-10
216,TA11-221A,https://www.cisa.gov/ncas/alerts/TA11-221A,Microsoft Updates for Multiple Vulnerabilities,2011-08-09
217,TA11-201A,https://www.cisa.gov/ncas/alerts/TA11-201A,Oracle Updates for Multiple Vulnerabilities,2011-07-20
218,TA11-200A,https://www.cisa.gov/ncas/alerts/TA11-200A,Security Recommendations to Prevent Cyber Intrusions,2011-07-19
219,TA11-193A,https://www.cisa.gov/ncas/alerts/TA11-193A,Microsoft Updates for Multiple Vulnerabilities,2011-07-12
220,TA11-166A,https://www.cisa.gov/ncas/alerts/TA11-166A,Adobe Updates for Multiple Vulnerabilities,2011-06-15
221,TA11-165A,https://www.cisa.gov/ncas/alerts/TA11-165A,Microsoft Updates for Multiple Vulnerabilities,2011-06-14
222,TA11-130A,https://www.cisa.gov/ncas/alerts/TA11-130A,Microsoft Updates for Multiple Vulnerabilities,2011-05-10
223,TA11-102A,https://www.cisa.gov/ncas/alerts/TA11-102A,Microsoft Updates for Multiple Vulnerabilities,2011-04-12
224,TA11-067A,https://www.cisa.gov/ncas/alerts/TA11-067A,Microsoft Updates for Multiple Vulnerabilities,2011-03-08
225,TA11-039A,https://www.cisa.gov/ncas/alerts/TA11-039A,Microsoft Updates for Multiple Vulnerabilities,2011-02-08
226,TA11-011A,https://www.cisa.gov/ncas/alerts/TA11-011A,Microsoft Updates for Multiple Vulnerabilities,2011-01-11
227,TA10-348A,https://www.cisa.gov/ncas/alerts/TA10-348A,Microsoft Updates for Multiple Vulnerabilities,2010-12-14
228,TA10-313A,https://www.cisa.gov/ncas/alerts/TA10-313A,Microsoft Updates for Multiple Vulnerabilities,2010-11-09
229,TA10-287A,https://www.cisa.gov/ncas/alerts/TA10-287A,Oracle Updates for Multiple Vulnerabilities,2010-10-14
230,TA10-285A,https://www.cisa.gov/ncas/alerts/TA10-285A,Microsoft Updates for Multiple Vulnerabilities,2010-10-12
231,TA10-279A,https://www.cisa.gov/ncas/alerts/TA10-279A,Adobe Reader and Acrobat Affected by Multiple Vulnerabilities,2010-10-06
232,TA10-263A,https://www.cisa.gov/ncas/alerts/TA10-263A,Adobe Flash Vulnerabilities,2010-09-20
233,TA10-257A,https://www.cisa.gov/ncas/alerts/TA10-257A,Microsoft Updates for Multiple Vulnerabilities,2010-09-14
234,TA10-238A,https://www.cisa.gov/ncas/alerts/TA10-238A,Microsoft Windows Insecurely Loads Dynamic Libraries,2010-08-26
235,TA10-231A,https://www.cisa.gov/ncas/alerts/TA10-231A,Adobe Reader and Acrobat Vulnerabilities,2010-08-19
236,TA10-223A,https://www.cisa.gov/ncas/alerts/TA10-223A,Adobe Flash and AIR Vulnerabilities,2010-08-11
237,TA10-222A,https://www.cisa.gov/ncas/alerts/TA10-222A,Microsoft Updates for Multiple Vulnerabilities,2010-08-10
238,TA10-194B,https://www.cisa.gov/ncas/alerts/TA10-194B,Oracle Updates for Multiple Vulnerabilities,2010-07-13
239,TA10-194A,https://www.cisa.gov/ncas/alerts/TA10-194A,Microsoft Updates for Multiple Vulnerabilities,2010-07-13
240,TA10-162A,https://www.cisa.gov/ncas/alerts/TA10-162A,Adobe Flash and AIR Vulnerabilities,2010-06-11
241,TA10-159B,https://www.cisa.gov/ncas/alerts/TA10-159B,Microsoft Updates for Multiple Vulnerabilities,2010-06-08
242,TA10-159A,https://www.cisa.gov/ncas/alerts/TA10-159A,"Adobe Flash, Reader, and Acrobat Vulnerability",2010-06-08
243,TA10-131A,https://www.cisa.gov/ncas/alerts/TA10-131A,Microsoft Updates for Multiple Vulnerabilities,2010-05-11
244,TA10-103C,https://www.cisa.gov/ncas/alerts/TA10-103C,Adobe Reader and Acrobat Vulnerabilities,2010-04-13
245,TA10-103B,https://www.cisa.gov/ncas/alerts/TA10-103B,Oracle Updates for Multiple Vulnerabilities,2010-04-13
246,TA10-089A,https://www.cisa.gov/ncas/alerts/TA10-089A,Microsoft Internet Explorer Vulnerabilities,2010-03-30
247,TA10-068A,https://www.cisa.gov/ncas/alerts/TA10-068A,Microsoft Updates for Multiple Vulnerabilities,2010-03-09
248,TA10-040A,https://www.cisa.gov/ncas/alerts/TA10-040A,Microsoft Updates for Multiple Vulnerabilities,2010-02-09
249,TA10-021A,https://www.cisa.gov/ncas/alerts/TA10-021A,Microsoft Internet Explorer Vulnerabilities,2010-01-21
250,TA10-013A,https://www.cisa.gov/ncas/alerts/TA10-013A,Adobe Reader and Acrobat Vulnerabilities,2010-01-13
251,TA10-012B,https://www.cisa.gov/ncas/alerts/TA10-012B,Microsoft Windows EOT Font and Adobe Flash Player 6 Vulnerabilities,2010-01-12
252,TA10-012A,https://www.cisa.gov/ncas/alerts/TA10-012A,Oracle Updates for Multiple Vulnerabilities,2010-01-12
253,TA09-343A,https://www.cisa.gov/ncas/alerts/TA09-343A,Adobe Flash Vulnerabilities Affect Flash Player and Adobe AIR,2009-12-09
254,TA09-342A,https://www.cisa.gov/ncas/alerts/TA09-342A,Microsoft Updates for Multiple Vulnerabilities,2009-12-08
255,TA09-314A,https://www.cisa.gov/ncas/alerts/TA09-314A,Microsoft Updates for Multiple Vulnerabilities,2009-11-10
256,TA09-294A,https://www.cisa.gov/ncas/alerts/TA09-294A,Oracle Updates for Multiple Vulnerabilities,2009-10-21
257,TA09-286B,https://www.cisa.gov/ncas/alerts/TA09-286B,Adobe Reader and Acrobat Vulnerabilities,2009-10-13
258,TA09-286A,https://www.cisa.gov/ncas/alerts/TA09-286A,Microsoft Updates for Multiple Vulnerabilities,2009-10-13
259,TA09-251A,https://www.cisa.gov/ncas/alerts/TA09-251A,Microsoft Updates for Multiple Vulnerabilities,2009-09-08
260,TA09-223A,https://www.cisa.gov/ncas/alerts/TA09-223A,Microsoft Updates for Multiple Vulnerabilities,2009-08-11
261,TA09-218A,https://www.cisa.gov/ncas/alerts/TA09-218A,Apple Updates for Multiple Vulnerabilities,2009-08-06
262,TA09-209A,https://www.cisa.gov/ncas/alerts/TA09-209A,"Microsoft Windows, Internet Explorer, and Active Template Library (ATL) Vulnerabilities",2009-07-28
263,TA09-204A,https://www.cisa.gov/ncas/alerts/TA09-204A,Adobe Flash Vulnerability Affects Flash Player and Other Adobe Products,2009-07-23
264,TA09-195A,https://www.cisa.gov/ncas/alerts/TA09-195A,Microsoft Updates for Multiple Vulnerabilities,2009-07-14
265,TA09-187A,https://www.cisa.gov/ncas/alerts/TA09-187A,Microsoft Video ActiveX Control Vulnerability,2009-07-06
266,TA09-161A,https://www.cisa.gov/ncas/alerts/TA09-161A,Adobe Acrobat and Reader Vulnerabilities,2009-06-10
267,TA09-160A,https://www.cisa.gov/ncas/alerts/TA09-160B,Microsoft Updates for Multiple Vulnerabilities,2009-06-09
268,TA09-133B,https://www.cisa.gov/ncas/alerts/TA09-133B,Adobe Reader and Acrobat JavaScript Vulnerabilities,2009-05-13
269,TA09-133A,https://www.cisa.gov/ncas/alerts/TA09-133A,Apple Updates for Multiple Vulnerabilities,2009-05-13
270,TA09-132A,https://www.cisa.gov/ncas/alerts/TA09-132A,Microsoft PowerPoint Multiple Vulnerabilities,2009-05-12
271,TA09-105A,https://www.cisa.gov/ncas/alerts/TA09-105A,Oracle Updates for Multiple Vulnerabilities,2009-04-15
272,TA09-104A,https://www.cisa.gov/ncas/alerts/TA09-104A,Microsoft Updates for Multiple Vulnerabilities,2009-04-14
273,TA09-088A,https://www.cisa.gov/ncas/alerts/TA09-088A,Conficker Worm Targets Microsoft Windows Systems,2009-03-29
274,TA09-069A,https://www.cisa.gov/ncas/alerts/TA09-069A,Microsoft Updates for Multiple Vulnerabilities,2009-03-10
275,TA09-051A,https://www.cisa.gov/ncas/alerts/TA09-051A,Adobe Acrobat and Reader Vulnerability,2009-02-20
276,TA09-041A,https://www.cisa.gov/ncas/alerts/TA09-041A,Microsoft Updates for Multiple Vulnerabilities,2009-02-10
277,TA09-022A,https://www.cisa.gov/ncas/alerts/TA09-022A,Apple QuickTime Updates for Multiple Vulnerabilities,2009-01-22
278,TA09-020A,https://www.cisa.gov/ncas/alerts/TA09-020A,Microsoft Windows Does Not Disable AutoRun Properly,2009-01-20
279,TA09-015A,https://www.cisa.gov/ncas/alerts/TA09-015A,Oracle Updates for Multiple Vulnerabilities,2009-01-15
280,TA09-013A,https://www.cisa.gov/ncas/alerts/TA09-013A,Microsoft Updates for Multiple SMB Protocol Vulnerabilities,2009-01-13
281,TA08-352A,https://www.cisa.gov/ncas/alerts/TA08-352A,Microsoft Internet Explorer Data Binding Vulnerability,2008-12-17
282,TA08-350A,https://www.cisa.gov/ncas/alerts/TA08-350A,Apple Updates for Multiple Vulnerabilities,2008-12-15
283,TA08-344A,https://www.cisa.gov/ncas/alerts/TA08-344A,Microsoft Updates for Multiple Vulnerabilities,2008-12-09
284,TA08-340A,https://www.cisa.gov/ncas/alerts/TA08-340A,Sun Java Updates for Multiple Vulnerabilities,2008-12-05
285,TA08-319A,https://www.cisa.gov/ncas/alerts/TA08-319A,Mozilla Updates for Multiple Vulnerabilities,2008-11-14
